timestamp,source_ip,destination_ip,action,severity,details
2025-01-25 19:18:34,192.168.228.107,88.158.131.156,blocked,medium,Normal traffic
2025-01-18 15:01:27,192.168.182.179,189.61.14.195,blocked,high,Port scan detected
2025-01-14 14:27:03,192.168.241.91,200.144.163.73,allowed,medium,Normal traffic
2025-01-10 08:54:43,192.168.187.39,2.131.62.28,allowed,low,Brute-force attempt
2025-01-14 17:40:41,192.168.27.86,16.120.2.146,allowed,low,Port scan detected
2025-01-09 06:39:12,192.168.86.238,120.141.68.58,allowed,medium,Port scan detected
2025-01-23 19:37:18,192.168.13.74,39.224.189.22,allowed,low,Port scan detected
2025-01-02 14:06:27,192.168.178.0,108.14.133.170,allowed,low,Brute-force attempt
2025-01-15 11:04:49,192.168.74.64,175.164.110.114,allowed,low,Suspicious outbound
2025-01-07 07:20:52,192.168.71.212,165.149.123.137,allowed,low,Normal traffic
2025-01-06 03:01:09,192.168.25.91,120.109.253.96,allowed,medium,Normal traffic
2025-01-18 14:17:29,192.168.105.45,34.75.197.11,allowed,low,Suspicious outbound
2025-01-07 00:17:35,192.168.200.202,133.37.133.210,allowed,medium,Normal traffic
2025-01-07 12:06:29,192.168.54.149,223.56.20.21,blocked,low,Suspicious outbound
2025-01-15 14:43:00,192.168.145.79,216.235.36.64,blocked,medium,Port scan detected
2025-01-12 14:19:34,192.168.134.221,58.137.50.47,blocked,high,Normal traffic
2025-01-25 02:45:48,192.168.108.10,173.189.76.216,blocked,critical,Suspicious outbound
2025-01-13 08:51:18,192.168.134.185,107.15.168.141,blocked,low,Brute-force attempt
2025-01-08 14:50:44,192.168.106.145,105.160.174.204,allowed,critical,Port scan detected
2025-01-07 14:52:55,192.168.248.251,140.246.156.210,allowed,low,Malware signature found
2025-01-06 11:10:33,192.168.125.204,199.195.120.25,allowed,high,Suspicious outbound
2025-01-12 14:16:15,192.168.32.70,244.255.105.26,blocked,critical,Port scan detected
2025-01-19 01:50:17,192.168.153.199,197.14.49.225,allowed,high,Brute-force attempt
2025-01-05 12:29:22,192.168.173.223,189.169.197.105,blocked,low,Suspicious outbound
2025-01-16 22:29:31,192.168.120.193,120.229.194.249,allowed,medium,Suspicious outbound
2025-01-06 03:56:54,192.168.249.149,139.249.195.166,allowed,medium,Suspicious outbound
2025-01-10 07:58:08,192.168.17.105,136.217.85.223,allowed,medium,Brute-force attempt
2025-01-05 09:16:54,192.168.214.53,98.21.57.67,blocked,low,Port scan detected
2025-01-22 10:53:40,192.168.38.107,100.168.162.163,allowed,critical,Normal traffic
2025-01-26 05:25:12,192.168.116.189,252.12.150.247,allowed,medium,Malware signature found
2025-01-08 04:35:33,192.168.216.189,199.12.106.229,blocked,low,Malware signature found
2025-01-21 13:35:45,192.168.39.82,149.79.60.21,allowed,high,Port scan detected
2025-01-14 10:44:57,192.168.30.36,132.143.254.166,allowed,low,Port scan detected
2025-01-10 15:39:50,192.168.201.73,32.110.242.145,blocked,low,Suspicious outbound
2025-01-16 22:53:28,192.168.219.87,13.191.14.201,allowed,critical,Normal traffic
2025-01-01 00:04:36,192.168.61.197,69.148.122.16,allowed,low,Brute-force attempt
2025-01-28 20:40:26,192.168.224.193,35.181.78.21,allowed,medium,Port scan detected
2025-01-14 13:18:07,192.168.34.144,152.146.155.16,allowed,medium,Malware signature found
2025-01-30 05:42:00,192.168.84.222,1.47.58.99,blocked,medium,Port scan detected
2025-01-23 06:57:17,192.168.238.173,34.169.92.38,allowed,medium,Port scan detected
2025-01-19 06:25:57,192.168.106.145,14.213.56.236,blocked,critical,Suspicious outbound
2025-01-22 03:13:07,192.168.20.47,83.90.241.78,allowed,medium,Malware signature found
2025-01-27 04:26:20,192.168.23.130,76.198.98.112,allowed,medium,Malware signature found
2025-01-13 23:36:31,192.168.213.23,128.124.216.244,allowed,low,Port scan detected
2025-01-03 09:59:16,192.168.170.159,104.23.161.175,allowed,critical,Normal traffic
2025-01-22 04:07:37,192.168.118.60,54.233.32.25,allowed,critical,Malware signature found
2025-01-14 07:48:12,192.168.37.54,199.115.77.77,allowed,low,Brute-force attempt
2025-01-22 10:02:04,192.168.120.27,153.181.152.18,allowed,medium,Brute-force attempt
2025-01-17 10:49:24,192.168.160.0,252.10.160.32,allowed,low,Brute-force attempt
2025-01-02 23:22:48,192.168.217.182,213.26.23.239,blocked,high,Malware signature found
2025-01-11 03:35:51,192.168.100.107,183.117.54.250,blocked,high,Port scan detected
2025-01-20 17:34:46,192.168.143.45,32.83.155.173,allowed,high,Brute-force attempt
2025-01-16 09:47:46,192.168.238.39,177.52.164.128,blocked,medium,Suspicious outbound
2025-01-19 19:35:04,192.168.64.95,150.94.5.80,allowed,low,Normal traffic
2025-01-09 21:40:30,192.168.191.24,21.148.159.68,blocked,medium,Port scan detected
2025-01-28 23:06:01,192.168.103.77,48.179.96.50,blocked,critical,Suspicious outbound
2025-01-11 04:35:51,192.168.190.120,118.47.25.124,blocked,low,Malware signature found
2025-01-04 06:17:56,192.168.200.3,135.203.30.36,allowed,critical,Malware signature found
2025-01-23 19:22:14,192.168.99.192,39.236.58.123,blocked,high,Port scan detected
2025-01-19 00:56:47,192.168.203.81,74.123.254.128,allowed,low,Normal traffic
2025-01-04 20:16:29,192.168.130.222,228.73.214.29,allowed,low,Suspicious outbound
2025-01-08 08:42:38,192.168.201.236,127.87.34.186,allowed,medium,Normal traffic
2025-01-22 12:02:00,192.168.77.208,148.117.11.54,blocked,high,Normal traffic
2025-01-29 04:21:30,192.168.135.168,186.113.65.213,blocked,low,Malware signature found
2025-01-09 05:20:12,192.168.56.50,227.30.12.16,blocked,medium,Port scan detected
2025-01-15 03:50:32,192.168.171.7,189.145.164.238,blocked,low,Normal traffic
2025-01-04 10:53:47,192.168.22.28,212.40.169.194,allowed,medium,Normal traffic
2025-01-26 05:38:48,192.168.44.101,122.124.220.161,blocked,high,Suspicious outbound
2025-01-18 10:39:22,192.168.47.94,221.87.119.5,allowed,critical,Normal traffic
2025-01-21 17:42:09,192.168.249.39,93.13.33.237,allowed,medium,Suspicious outbound
2025-01-03 15:45:05,192.168.30.81,116.50.196.147,blocked,low,Brute-force attempt
2025-01-27 03:51:04,192.168.223.197,13.124.207.250,allowed,low,Normal traffic
2025-01-04 04:36:00,192.168.97.152,178.166.179.203,allowed,low,Suspicious outbound
2025-01-05 20:54:12,192.168.19.36,198.207.169.138,blocked,medium,Malware signature found
2025-01-10 17:24:08,192.168.59.63,6.110.29.217,allowed,medium,Port scan detected
2025-01-23 00:17:43,192.168.53.173,7.188.92.228,allowed,high,Malware signature found
2025-01-23 04:37:58,192.168.121.169,232.247.147.69,allowed,medium,Suspicious outbound
2025-01-01 23:33:03,192.168.250.40,146.94.171.73,blocked,medium,Brute-force attempt
2025-01-25 01:06:46,192.168.219.14,19.108.75.18,allowed,medium,Suspicious outbound
2025-01-03 02:39:41,192.168.192.134,249.230.1.32,allowed,medium,Brute-force attempt
2025-01-10 11:10:47,192.168.134.15,114.182.38.210,allowed,critical,Suspicious outbound
2025-01-07 09:14:50,192.168.223.215,252.195.169.3,allowed,low,Malware signature found
2025-01-05 23:00:54,192.168.145.156,104.254.60.60,blocked,critical,Port scan detected
2025-01-16 16:00:49,192.168.225.2,210.189.22.248,blocked,low,Normal traffic
2025-01-26 04:34:47,192.168.240.171,127.15.158.27,blocked,low,Brute-force attempt
2025-01-21 15:32:25,192.168.191.5,163.13.70.93,allowed,low,Malware signature found
2025-01-24 01:08:54,192.168.235.37,89.141.137.78,blocked,low,Brute-force attempt
2025-01-30 15:37:27,192.168.128.129,19.206.158.233,allowed,low,Port scan detected
2025-01-10 21:46:25,192.168.30.69,43.69.206.104,blocked,low,Normal traffic
2025-01-12 04:26:56,192.168.27.106,110.12.14.206,allowed,low,Normal traffic
2025-01-27 12:37:10,192.168.131.136,106.78.24.115,allowed,high,Brute-force attempt
2025-01-21 13:13:18,192.168.158.248,2.75.37.119,blocked,low,Brute-force attempt
2025-01-23 19:38:55,192.168.168.183,182.169.195.89,blocked,medium,Brute-force attempt
2025-01-04 14:03:56,192.168.62.230,96.22.4.228,blocked,low,Brute-force attempt
2025-01-03 03:30:36,192.168.4.217,22.199.3.71,blocked,critical,Malware signature found
2025-01-04 23:32:43,192.168.224.173,93.200.33.78,blocked,low,Malware signature found
2025-01-22 18:32:51,192.168.52.31,90.208.37.133,allowed,medium,Port scan detected
2025-01-18 15:48:58,192.168.14.192,84.81.149.25,allowed,low,Suspicious outbound
2025-01-30 07:30:44,192.168.97.199,103.56.31.18,allowed,low,Port scan detected
2025-01-21 03:47:28,192.168.124.204,43.141.76.146,allowed,medium,Normal traffic
2025-01-15 23:44:26,192.168.120.151,69.148.67.36,allowed,medium,Suspicious outbound
2025-01-08 04:42:56,192.168.125.75,31.141.162.45,allowed,low,Malware signature found
2025-01-29 22:01:14,192.168.254.114,51.8.102.65,allowed,medium,Suspicious outbound
2025-01-22 14:45:22,192.168.91.160,152.102.145.77,allowed,high,Normal traffic
2025-01-01 06:49:27,192.168.99.216,114.108.104.114,blocked,critical,Suspicious outbound
2025-01-28 21:09:31,192.168.223.202,130.218.196.128,blocked,low,Malware signature found
2025-01-22 18:41:51,192.168.221.98,203.39.109.99,blocked,low,Suspicious outbound
2025-01-19 18:30:40,192.168.87.104,222.83.128.75,allowed,medium,Port scan detected
2025-01-15 03:55:16,192.168.111.208,197.123.138.194,blocked,low,Port scan detected
2025-01-17 03:59:25,192.168.78.173,101.213.226.160,allowed,medium,Suspicious outbound
2025-01-16 10:33:14,192.168.67.100,2.31.160.1,blocked,low,Malware signature found
2025-01-15 17:23:18,192.168.74.86,97.78.240.64,allowed,critical,Malware signature found
2025-01-02 21:02:56,192.168.32.103,111.217.9.34,allowed,low,Port scan detected
2025-01-04 10:31:45,192.168.133.202,175.152.86.186,allowed,high,Suspicious outbound
2025-01-01 09:22:37,192.168.14.218,36.243.187.246,allowed,high,Brute-force attempt
2025-01-03 22:20:23,192.168.60.107,4.114.242.87,blocked,medium,Malware signature found
2025-01-27 01:39:11,192.168.84.92,170.146.8.97,blocked,low,Suspicious outbound
2025-01-12 20:11:53,192.168.50.55,97.244.199.143,blocked,medium,Malware signature found
2025-01-29 09:43:09,192.168.253.111,235.237.3.84,allowed,low,Normal traffic
2025-01-08 01:09:49,192.168.38.22,157.100.220.228,allowed,low,Brute-force attempt
2025-01-25 03:45:23,192.168.52.124,139.87.218.221,blocked,medium,Brute-force attempt
2025-01-09 22:39:01,192.168.240.160,11.152.150.106,allowed,low,Port scan detected
2025-01-01 09:15:03,192.168.197.186,36.228.156.15,blocked,high,Malware signature found
2025-01-06 08:38:15,192.168.152.14,27.190.163.177,allowed,critical,Normal traffic
2025-01-18 12:58:08,192.168.15.133,127.49.93.48,blocked,medium,Brute-force attempt
2025-01-05 06:26:30,192.168.174.161,35.37.13.189,allowed,critical,Brute-force attempt
2025-01-20 07:20:04,192.168.78.215,137.96.184.3,allowed,low,Malware signature found
2025-01-05 23:14:15,192.168.251.141,76.141.123.175,allowed,medium,Brute-force attempt
2025-01-21 08:25:01,192.168.0.66,15.120.2.199,blocked,medium,Normal traffic
2025-01-07 21:51:36,192.168.8.67,148.94.24.114,blocked,medium,Malware signature found
2025-01-29 06:48:16,192.168.154.21,218.149.41.143,blocked,low,Malware signature found
2025-01-02 01:50:50,192.168.17.208,229.129.94.158,allowed,low,Malware signature found
2025-01-09 21:55:07,192.168.243.8,254.55.172.246,blocked,medium,Brute-force attempt
2025-01-14 19:57:01,192.168.49.206,233.102.238.125,allowed,critical,Suspicious outbound
2025-01-29 16:33:19,192.168.63.88,247.176.214.254,allowed,critical,Brute-force attempt
2025-01-27 20:55:49,192.168.66.120,153.218.255.181,blocked,medium,Brute-force attempt
2025-01-15 00:53:53,192.168.165.63,178.31.199.67,blocked,low,Normal traffic
2025-01-23 08:28:41,192.168.147.69,145.193.55.246,allowed,high,Port scan detected
2025-01-09 04:01:48,192.168.81.99,10.239.126.177,blocked,low,Malware signature found
2025-01-28 07:17:43,192.168.248.146,215.151.110.166,allowed,high,Brute-force attempt
2025-01-16 16:16:48,192.168.246.150,126.41.199.75,allowed,medium,Port scan detected
2025-01-23 21:50:04,192.168.240.123,34.126.202.36,blocked,high,Malware signature found
2025-01-19 22:20:27,192.168.145.141,108.105.82.8,blocked,low,Port scan detected
2025-01-28 14:02:17,192.168.69.98,154.164.251.26,allowed,critical,Brute-force attempt
2025-01-19 16:40:40,192.168.30.6,151.85.189.61,allowed,high,Normal traffic
2025-01-20 07:44:04,192.168.75.18,112.14.42.175,allowed,high,Normal traffic
2025-01-18 15:04:12,192.168.177.193,50.41.136.21,blocked,critical,Port scan detected
2025-01-25 11:10:34,192.168.93.203,252.143.27.203,blocked,medium,Port scan detected
2025-01-22 18:17:08,192.168.60.96,227.123.213.58,blocked,medium,Suspicious outbound
2025-01-29 17:10:51,192.168.5.116,56.162.155.102,allowed,medium,Port scan detected
2025-01-30 11:38:27,192.168.74.9,227.244.209.117,allowed,low,Normal traffic
2025-01-04 23:25:44,192.168.58.22,58.124.32.155,allowed,critical,Port scan detected
2025-01-06 08:06:06,192.168.101.29,37.80.53.172,allowed,medium,Malware signature found
2025-01-14 10:36:30,192.168.78.28,240.230.104.36,allowed,high,Suspicious outbound
2025-01-09 10:58:07,192.168.108.105,89.237.40.241,allowed,medium,Normal traffic
2025-01-13 06:19:54,192.168.101.133,223.203.193.173,allowed,medium,Port scan detected
2025-01-16 11:47:31,192.168.181.215,243.98.249.127,allowed,low,Malware signature found
2025-01-22 08:05:43,192.168.32.66,32.203.217.165,allowed,low,Suspicious outbound
2025-01-18 05:33:01,192.168.99.36,24.60.133.225,allowed,low,Normal traffic
2025-01-30 12:58:23,192.168.68.20,229.198.119.230,allowed,critical,Brute-force attempt
2025-01-25 14:10:09,192.168.242.123,142.97.245.77,blocked,low,Malware signature found
2025-01-02 15:16:06,192.168.103.238,248.185.221.152,allowed,high,Malware signature found
2025-01-24 07:25:21,192.168.40.49,236.213.121.77,blocked,low,Normal traffic
2025-01-13 23:22:09,192.168.8.127,138.246.11.97,blocked,high,Malware signature found
2025-01-27 06:32:39,192.168.8.79,220.73.36.39,allowed,low,Normal traffic
2025-01-14 15:56:41,192.168.77.46,144.119.150.179,allowed,high,Normal traffic
2025-01-22 00:04:54,192.168.62.138,184.109.187.153,allowed,medium,Brute-force attempt
2025-01-13 07:08:01,192.168.160.30,160.205.67.128,blocked,low,Port scan detected
2025-01-03 03:53:08,192.168.234.230,25.209.57.93,blocked,critical,Normal traffic
2025-01-29 04:49:26,192.168.234.195,217.216.250.71,allowed,low,Malware signature found
2025-01-18 12:04:37,192.168.244.55,241.71.203.54,blocked,low,Brute-force attempt
2025-01-25 02:50:43,192.168.60.10,108.175.23.168,blocked,low,Suspicious outbound
2025-01-14 03:45:43,192.168.123.73,135.186.166.249,allowed,low,Malware signature found
2025-01-12 00:48:52,192.168.25.176,246.6.229.114,allowed,low,Normal traffic
2025-01-27 16:18:59,192.168.146.234,246.136.63.123,allowed,medium,Port scan detected
2025-01-22 13:27:28,192.168.132.112,73.50.201.40,allowed,low,Brute-force attempt
2025-01-23 19:23:03,192.168.212.127,215.207.165.242,blocked,low,Suspicious outbound
2025-01-18 09:14:56,192.168.176.56,57.128.208.42,allowed,critical,Suspicious outbound
2025-01-12 20:10:31,192.168.188.227,238.245.99.141,allowed,medium,Normal traffic
2025-01-27 22:18:04,192.168.122.133,179.103.167.30,blocked,low,Normal traffic
2025-01-29 22:01:34,192.168.59.31,165.60.18.168,allowed,critical,Malware signature found
2025-01-25 23:52:37,192.168.252.118,116.4.89.57,blocked,critical,Malware signature found
2025-01-16 16:53:15,192.168.58.253,130.75.241.221,allowed,low,Normal traffic
2025-01-07 23:19:59,192.168.60.10,113.12.72.62,allowed,low,Suspicious outbound
2025-01-08 02:57:55,192.168.222.30,253.154.106.165,blocked,low,Port scan detected
2025-01-12 20:22:43,192.168.239.95,118.142.124.65,blocked,high,Normal traffic
2025-01-28 13:52:36,192.168.73.246,133.79.159.172,allowed,medium,Normal traffic
2025-01-30 16:02:55,192.168.173.246,70.87.105.160,allowed,critical,Normal traffic
2025-01-02 13:38:46,192.168.162.96,230.160.139.66,allowed,medium,Suspicious outbound
2025-01-30 06:43:43,192.168.111.51,21.205.229.57,allowed,medium,Malware signature found
2025-01-07 04:17:40,192.168.234.227,133.78.27.210,allowed,high,Suspicious outbound
2025-01-06 03:25:16,192.168.60.63,213.169.249.196,allowed,medium,Brute-force attempt
2025-01-22 02:00:11,192.168.16.238,75.162.109.172,allowed,high,Suspicious outbound
2025-01-13 13:36:21,192.168.95.85,149.69.140.249,blocked,low,Malware signature found
2025-01-07 23:02:28,192.168.254.74,146.92.49.216,allowed,medium,Malware signature found
2025-01-11 17:54:04,192.168.206.253,45.135.156.229,allowed,high,Brute-force attempt
2025-01-21 04:12:56,192.168.119.186,33.18.94.219,blocked,medium,Malware signature found
2025-01-11 11:01:40,192.168.23.29,205.216.115.90,blocked,medium,Malware signature found
2025-01-26 16:57:20,192.168.1.127,92.228.213.131,allowed,low,Suspicious outbound
2025-01-25 06:18:51,192.168.231.229,169.55.110.217,allowed,medium,Malware signature found
2025-01-11 17:52:09,192.168.110.146,123.78.44.174,allowed,high,Suspicious outbound
2025-01-20 14:51:58,192.168.40.219,18.190.194.144,blocked,critical,Suspicious outbound
2025-01-13 22:07:59,192.168.82.175,134.44.21.149,blocked,low,Malware signature found
2025-01-29 05:47:42,192.168.246.151,172.108.118.246,allowed,low,Normal traffic
2025-01-18 03:08:30,192.168.229.134,218.108.2.42,allowed,low,Suspicious outbound
2025-01-12 02:46:44,192.168.233.134,75.96.195.85,blocked,medium,Normal traffic
2025-01-19 02:58:51,192.168.74.72,199.248.38.156,allowed,medium,Normal traffic
2025-01-27 22:51:43,192.168.28.157,229.82.43.251,allowed,critical,Port scan detected
2025-01-03 11:39:37,192.168.13.133,174.142.39.180,allowed,low,Suspicious outbound
2025-01-30 18:25:04,192.168.213.33,162.219.22.108,allowed,medium,Port scan detected
2025-01-21 05:27:07,192.168.87.187,4.167.125.16,allowed,high,Port scan detected
2025-01-27 21:59:57,192.168.88.156,182.163.252.169,blocked,low,Normal traffic
2025-01-06 18:36:56,192.168.26.29,219.69.60.81,allowed,medium,Malware signature found
2025-01-06 01:20:37,192.168.0.114,158.180.54.95,blocked,low,Suspicious outbound
2025-01-29 03:20:33,192.168.223.7,78.176.118.84,allowed,high,Suspicious outbound
2025-01-24 03:41:38,192.168.214.50,46.212.126.152,allowed,medium,Malware signature found
2025-01-22 13:46:47,192.168.136.127,110.85.217.243,allowed,low,Port scan detected
2025-01-27 02:32:34,192.168.124.185,183.11.150.27,allowed,medium,Suspicious outbound
2025-01-08 00:20:54,192.168.115.140,168.214.12.121,allowed,high,Brute-force attempt
2025-01-06 13:17:14,192.168.19.135,193.55.170.200,blocked,low,Port scan detected
2025-01-26 22:54:35,192.168.7.246,19.236.93.154,blocked,low,Port scan detected
2025-01-22 17:21:17,192.168.86.22,21.62.65.249,allowed,critical,Malware signature found
2025-01-22 19:36:28,192.168.123.103,134.96.202.151,blocked,medium,Brute-force attempt
2025-01-15 17:29:41,192.168.190.64,31.27.3.128,blocked,medium,Normal traffic
2025-01-13 13:32:04,192.168.97.138,160.250.115.94,allowed,critical,Normal traffic
2025-01-27 08:44:09,192.168.29.218,124.184.190.106,blocked,medium,Port scan detected
2025-01-15 01:36:17,192.168.81.152,110.172.56.194,allowed,medium,Port scan detected
2025-01-10 10:39:22,192.168.87.79,8.120.250.52,allowed,low,Malware signature found
2025-01-15 04:54:20,192.168.170.4,239.2.181.80,blocked,critical,Suspicious outbound
2025-01-06 12:07:04,192.168.110.189,230.233.254.143,allowed,low,Malware signature found
2025-01-26 07:52:55,192.168.99.62,101.60.56.127,allowed,low,Brute-force attempt
2025-01-29 22:31:35,192.168.151.66,67.166.170.167,blocked,low,Brute-force attempt
2025-01-03 07:43:25,192.168.124.61,26.206.245.230,allowed,low,Brute-force attempt
2025-01-09 04:41:56,192.168.159.205,61.240.22.68,allowed,medium,Port scan detected
2025-01-01 18:58:52,192.168.23.34,246.54.212.104,allowed,critical,Port scan detected
2025-01-14 00:22:19,192.168.156.183,206.232.16.26,allowed,low,Port scan detected
2025-01-07 02:49:56,192.168.7.88,120.75.84.73,allowed,medium,Port scan detected
2025-01-18 04:51:15,192.168.230.161,38.89.51.133,blocked,low,Normal traffic
2025-01-19 16:33:45,192.168.141.123,110.31.86.199,allowed,medium,Normal traffic
2025-01-14 07:30:33,192.168.207.226,162.194.74.232,blocked,low,Port scan detected
2025-01-19 09:13:50,192.168.47.63,36.66.192.188,blocked,critical,Brute-force attempt
2025-01-09 00:09:11,192.168.133.148,63.74.127.144,allowed,medium,Suspicious outbound
2025-01-06 16:31:25,192.168.48.251,205.87.83.143,blocked,high,Malware signature found
2025-01-09 13:50:48,192.168.12.115,54.34.3.56,allowed,high,Normal traffic
2025-01-24 08:43:15,192.168.74.74,119.138.99.69,blocked,medium,Port scan detected
2025-01-24 19:53:01,192.168.209.177,143.141.205.92,allowed,low,Normal traffic
2025-01-17 00:59:52,192.168.87.85,214.96.118.140,allowed,high,Suspicious outbound
2025-01-05 14:07:34,192.168.6.181,29.132.145.5,allowed,medium,Port scan detected
2025-01-02 18:54:49,192.168.181.105,141.80.158.81,allowed,critical,Normal traffic
2025-01-09 20:47:29,192.168.200.5,55.187.111.254,blocked,high,Normal traffic
2025-01-18 03:36:26,192.168.46.251,229.61.42.237,allowed,high,Suspicious outbound
2025-01-06 11:45:17,192.168.160.142,51.107.132.111,allowed,medium,Port scan detected
2025-01-03 05:51:00,192.168.160.120,70.26.217.33,allowed,low,Suspicious outbound
2025-01-05 22:08:44,192.168.201.51,25.148.240.44,allowed,medium,Port scan detected
2025-01-01 04:47:12,192.168.219.111,20.154.114.20,allowed,medium,Suspicious outbound
2025-01-25 07:10:42,192.168.214.226,215.108.8.194,blocked,low,Suspicious outbound
2025-01-20 14:15:44,192.168.198.232,227.83.91.178,allowed,medium,Normal traffic
2025-01-04 14:25:19,192.168.44.166,196.202.107.10,allowed,high,Normal traffic
2025-01-15 15:42:55,192.168.56.55,187.142.50.55,allowed,critical,Brute-force attempt
2025-01-19 03:38:03,192.168.173.200,101.10.152.248,allowed,medium,Brute-force attempt
2025-01-07 05:22:24,192.168.19.58,125.35.29.132,blocked,medium,Suspicious outbound
2025-01-15 02:00:44,192.168.137.17,39.174.194.169,allowed,medium,Malware signature found
2025-01-12 08:36:10,192.168.25.97,25.110.68.38,allowed,high,Brute-force attempt
2025-01-10 05:26:00,192.168.106.36,214.90.61.141,blocked,low,Normal traffic
2025-01-09 06:55:32,192.168.107.81,249.195.84.65,blocked,high,Suspicious outbound
2025-01-24 05:58:18,192.168.4.228,226.250.167.205,allowed,low,Normal traffic
2025-01-22 14:03:25,192.168.203.139,198.93.196.8,blocked,low,Malware signature found
2025-01-01 07:40:22,192.168.177.47,69.207.156.117,allowed,medium,Malware signature found
2025-01-30 04:07:45,192.168.97.92,20.39.107.31,blocked,medium,Port scan detected
2025-01-30 20:50:38,192.168.18.0,161.163.41.143,blocked,medium,Normal traffic
2025-01-27 08:40:31,192.168.31.152,220.58.224.111,allowed,medium,Malware signature found
2025-01-13 10:14:21,192.168.173.57,63.189.242.197,allowed,high,Suspicious outbound
2025-01-15 19:25:09,192.168.119.75,59.154.7.71,allowed,medium,Port scan detected
2025-01-17 09:59:48,192.168.67.238,49.236.17.184,blocked,low,Malware signature found
2025-01-19 16:31:31,192.168.155.141,204.26.247.2,allowed,medium,Brute-force attempt
2025-01-14 15:32:02,192.168.82.152,148.206.225.25,blocked,medium,Suspicious outbound
2025-01-12 02:03:29,192.168.145.141,133.25.48.16,blocked,medium,Brute-force attempt
2025-01-24 05:36:06,192.168.116.114,140.250.167.247,blocked,medium,Brute-force attempt
2025-01-28 11:35:06,192.168.0.101,131.43.188.147,allowed,low,Malware signature found
2025-01-12 19:24:44,192.168.38.6,37.112.127.159,allowed,low,Malware signature found
2025-01-29 16:09:21,192.168.7.84,114.194.72.204,allowed,low,Malware signature found
2025-01-12 09:51:53,192.168.169.124,128.132.90.125,allowed,low,Brute-force attempt
2025-01-01 04:27:26,192.168.205.159,79.190.93.159,blocked,critical,Suspicious outbound
2025-01-02 03:08:55,192.168.235.184,31.195.160.103,blocked,low,Malware signature found
2025-01-05 22:07:51,192.168.246.28,186.48.194.203,blocked,medium,Malware signature found
2025-01-04 23:50:39,192.168.15.117,201.81.131.243,allowed,medium,Malware signature found
2025-01-26 09:31:57,192.168.147.229,3.103.116.28,allowed,low,Port scan detected
2025-01-29 22:29:19,192.168.137.102,91.203.31.42,blocked,high,Normal traffic
2025-01-19 14:15:39,192.168.126.219,47.211.224.113,allowed,low,Normal traffic
2025-01-19 07:15:41,192.168.128.98,190.108.97.44,allowed,medium,Malware signature found
2025-01-05 10:57:34,192.168.158.97,41.7.234.208,allowed,critical,Suspicious outbound
2025-01-05 14:00:35,192.168.132.176,44.76.9.194,allowed,low,Port scan detected
2025-01-08 16:49:49,192.168.163.141,104.96.185.168,allowed,medium,Malware signature found
2025-01-22 08:28:22,192.168.110.132,66.21.124.154,allowed,medium,Normal traffic
2025-01-26 15:35:57,192.168.125.164,253.135.13.212,blocked,medium,Suspicious outbound
2025-01-07 08:30:08,192.168.145.204,152.180.182.51,blocked,critical,Brute-force attempt
2025-01-10 13:43:16,192.168.144.173,27.142.241.43,allowed,low,Normal traffic
2025-01-04 18:50:19,192.168.81.77,82.102.229.41,blocked,medium,Port scan detected
2025-01-26 06:06:16,192.168.35.248,156.36.172.215,blocked,low,Suspicious outbound
2025-01-04 11:26:41,192.168.61.233,57.164.93.123,allowed,low,Normal traffic
2025-01-18 05:33:14,192.168.112.78,180.239.134.89,allowed,low,Brute-force attempt
2025-01-29 08:42:04,192.168.123.145,14.126.236.61,blocked,medium,Suspicious outbound
2025-01-02 14:39:30,192.168.12.211,160.123.120.169,allowed,medium,Normal traffic
2025-01-11 12:55:26,192.168.51.187,148.31.129.251,allowed,low,Normal traffic
2025-01-26 13:59:22,192.168.221.251,59.196.43.62,allowed,low,Malware signature found
2025-01-02 10:05:40,192.168.175.31,116.57.143.226,allowed,low,Normal traffic
2025-01-05 09:38:31,192.168.151.208,145.191.21.158,blocked,medium,Brute-force attempt
2025-01-06 07:19:09,192.168.114.163,96.116.77.59,blocked,high,Normal traffic
2025-01-16 06:25:17,192.168.222.114,10.137.34.12,allowed,low,Suspicious outbound
2025-01-14 22:16:38,192.168.117.155,196.125.98.205,allowed,medium,Brute-force attempt
2025-01-15 16:05:09,192.168.211.66,83.45.137.89,blocked,high,Brute-force attempt
2025-01-24 03:44:57,192.168.236.219,13.109.166.101,allowed,high,Normal traffic
2025-01-13 05:42:13,192.168.188.113,151.58.17.167,allowed,low,Normal traffic
2025-01-19 01:41:52,192.168.68.154,103.26.252.186,blocked,medium,Brute-force attempt
2025-01-23 15:21:14,192.168.125.32,22.66.161.159,allowed,low,Malware signature found
2025-01-03 23:31:10,192.168.50.30,142.33.205.168,allowed,low,Brute-force attempt
2025-01-22 14:43:45,192.168.115.118,202.163.42.146,blocked,low,Normal traffic
2025-01-22 21:17:48,192.168.156.219,93.48.59.167,allowed,medium,Brute-force attempt
2025-01-05 05:48:43,192.168.11.72,66.186.164.195,allowed,critical,Brute-force attempt
2025-01-05 00:42:31,192.168.121.7,180.23.187.28,blocked,low,Brute-force attempt
2025-01-17 04:13:18,192.168.212.21,74.107.121.78,allowed,high,Port scan detected
2025-01-15 00:00:21,192.168.234.231,164.224.35.71,blocked,high,Port scan detected
2025-01-11 23:06:50,192.168.51.207,24.106.150.100,blocked,high,Suspicious outbound
