timestamp,sender,subject,severity,action_taken
2025-01-09 15:08:15,fake@paypal.com,Payment Needed,high,allowed
2025-01-03 09:12:55,unknown@mail.ru,Invoice Attached,high,flagged
2025-01-21 13:44:01,security@amazon.com,Security Alert,medium,allowed
2025-01-25 22:31:10,billing@apple.com,Document Shared With You,critical,flagged
2025-01-04 07:10:05,billing@apple.com,Document Shared With You,high,blocked
2025-01-26 03:18:55,billing@apple.com,Document Shared With You,medium,blocked
2025-01-03 12:56:19,fake@paypal.com,Reset Your Password,medium,blocked
2025-01-08 00:18:42,billing@apple.com,Urgent: Account Locked!,high,flagged
2025-01-11 14:32:30,service@anz.com,Reset Your Password,high,flagged
2025-01-03 03:10:15,hr-support@company.com,Reset Your Password,high,blocked
2025-01-27 19:45:08,hr-support@company.com,Reset Your Password,medium,flagged
2025-01-28 14:09:26,hr-support@company.com,Reset Your Password,high,blocked
2025-01-15 08:48:55,hr-support@company.com,Reset Your Password,critical,blocked
2025-01-03 20:53:24,service@anz.com,Invoice Attached,high,blocked
2025-01-13 06:29:53,unknown@mail.ru,Invoice Attached,high,flagged
2025-01-26 13:09:37,billing@apple.com,Invoice Attached,medium,blocked
2025-01-28 13:56:04,service@anz.com,Urgent: Account Locked!,high,blocked
2025-01-13 14:28:06,service@anz.com,Reset Your Password,medium,flagged
2025-01-09 12:06:04,fake@paypal.com,Urgent: Account Locked!,medium,flagged
2025-01-18 14:06:58,hr-support@company.com,Invoice Attached,critical,flagged
2025-01-06 08:19:10,unknown@mail.ru,Reset Your Password,high,allowed
2025-01-02 18:47:19,security@amazon.com,Invoice Attached,critical,allowed
2025-01-23 06:22:06,unknown@mail.ru,Document Shared With You,medium,blocked
2025-01-07 02:04:44,hr-support@company.com,Payment Needed,medium,allowed
2025-01-19 09:00:25,unknown@mail.ru,Security Alert,high,flagged
2025-01-21 21:26:00,unknown@mail.ru,Security Alert,high,blocked
2025-01-06 07:58:38,service@anz.com,Payment Needed,critical,allowed
2025-01-26 07:41:55,security@amazon.com,Security Alert,high,flagged
2025-01-30 02:44:38,unknown@mail.ru,Document Shared With You,high,allowed
2025-01-21 22:39:07,security@amazon.com,Security Alert,critical,blocked
2025-01-19 16:40:36,hr-support@company.com,Document Shared With You,high,flagged
2025-01-22 17:39:29,hr-support@company.com,Reset Your Password,high,blocked
2025-01-14 13:11:30,security@amazon.com,Security Alert,high,blocked
2025-01-02 19:44:22,billing@apple.com,Security Alert,medium,blocked
2025-01-22 01:25:12,hr-support@company.com,Reset Your Password,high,flagged
2025-01-27 11:51:37,fake@paypal.com,Reset Your Password,high,blocked
2025-01-28 11:55:57,service@anz.com,Urgent: Account Locked!,medium,flagged
2025-01-24 00:23:40,fake@paypal.com,Reset Your Password,high,blocked
2025-01-22 23:23:10,security@amazon.com,Document Shared With You,high,flagged
2025-01-17 15:10:04,service@anz.com,Urgent: Account Locked!,high,allowed
2025-01-12 15:57:37,service@anz.com,Security Alert,critical,blocked
2025-01-28 05:50:30,unknown@mail.ru,Payment Needed,critical,blocked
2025-01-30 04:52:54,billing@apple.com,Document Shared With You,high,blocked
2025-01-17 01:08:13,billing@apple.com,Invoice Attached,critical,blocked
2025-01-19 00:11:05,billing@apple.com,Reset Your Password,medium,blocked
2025-01-12 15:36:57,fake@paypal.com,Document Shared With You,medium,flagged
2025-01-17 05:59:41,fake@paypal.com,Security Alert,medium,blocked
2025-01-13 04:09:24,security@amazon.com,Urgent: Account Locked!,critical,allowed
2025-01-21 18:26:52,security@amazon.com,Urgent: Account Locked!,critical,blocked
2025-01-29 01:29:11,unknown@mail.ru,Reset Your Password,high,flagged
2025-01-09 15:26:48,hr-support@company.com,Document Shared With You,high,blocked
2025-01-30 09:51:57,billing@apple.com,Payment Needed,high,flagged
2025-01-13 13:12:36,security@amazon.com,Document Shared With You,high,flagged
2025-01-19 17:55:41,fake@paypal.com,Payment Needed,high,blocked
2025-01-14 20:06:00,unknown@mail.ru,Urgent: Account Locked!,high,allowed
2025-01-29 07:32:51,unknown@mail.ru,Invoice Attached,high,blocked
2025-01-17 15:54:21,fake@paypal.com,Security Alert,critical,flagged
2025-01-18 15:20:25,unknown@mail.ru,Invoice Attached,high,allowed
2025-01-19 13:01:13,service@anz.com,Urgent: Account Locked!,high,flagged
2025-01-09 04:20:58,security@amazon.com,Security Alert,medium,blocked
2025-01-03 00:35:31,fake@paypal.com,Document Shared With You,high,flagged
2025-01-20 22:26:18,fake@paypal.com,Urgent: Account Locked!,medium,blocked
2025-01-12 15:36:48,fake@paypal.com,Urgent: Account Locked!,critical,flagged
2025-01-12 00:45:29,billing@apple.com,Reset Your Password,high,blocked
2025-01-17 01:22:49,security@amazon.com,Document Shared With You,high,flagged
2025-01-22 02:42:35,hr-support@company.com,Document Shared With You,high,flagged
2025-01-07 03:01:03,hr-support@company.com,Reset Your Password,medium,allowed
2025-01-02 04:16:25,hr-support@company.com,Reset Your Password,critical,blocked
2025-01-07 07:52:23,billing@apple.com,Reset Your Password,medium,blocked
2025-01-28 02:12:28,billing@apple.com,Urgent: Account Locked!,medium,allowed
2025-01-29 04:25:57,billing@apple.com,Security Alert,medium,flagged
2025-01-15 04:08:38,hr-support@company.com,Security Alert,high,blocked
2025-01-05 05:50:13,unknown@mail.ru,Urgent: Account Locked!,medium,blocked
2025-01-03 02:07:43,security@amazon.com,Security Alert,high,blocked
2025-01-28 09:27:41,unknown@mail.ru,Invoice Attached,high,flagged
2025-01-02 05:39:41,unknown@mail.ru,Invoice Attached,high,blocked
2025-01-23 17:17:08,service@anz.com,Document Shared With You,medium,flagged
2025-01-02 21:45:08,service@anz.com,Payment Needed,medium,flagged
2025-01-25 14:17:33,security@amazon.com,Invoice Attached,critical,blocked
2025-01-04 18:08:17,service@anz.com,Reset Your Password,medium,flagged
2025-01-25 15:05:57,billing@apple.com,Document Shared With You,critical,flagged
2025-01-03 11:38:02,hr-support@company.com,Document Shared With You,high,allowed
2025-01-14 11:26:28,unknown@mail.ru,Payment Needed,medium,flagged
2025-01-25 20:21:12,unknown@mail.ru,Invoice Attached,critical,blocked
2025-01-30 12:03:11,security@amazon.com,Security Alert,medium,allowed
2025-01-17 17:05:04,service@anz.com,Document Shared With You,high,blocked
2025-01-12 11:39:42,service@anz.com,Reset Your Password,high,blocked
2025-01-29 09:54:12,hr-support@company.com,Reset Your Password,high,allowed
2025-01-27 02:10:48,hr-support@company.com,Reset Your Password,high,flagged
2025-01-26 21:56:04,billing@apple.com,Document Shared With You,critical,flagged
2025-01-02 15:45:20,billing@apple.com,Urgent: Account Locked!,high,flagged
2025-01-01 23:05:40,unknown@mail.ru,Reset Your Password,critical,blocked
2025-01-28 21:56:49,fake@paypal.com,Urgent: Account Locked!,critical,blocked
2025-01-06 07:59:35,hr-support@company.com,Document Shared With You,critical,flagged
2025-01-23 21:09:02,service@anz.com,Invoice Attached,medium,blocked
2025-01-06 02:58:41,fake@paypal.com,Security Alert,medium,blocked
2025-01-25 17:46:31,billing@apple.com,Urgent: Account Locked!,critical,blocked
2025-01-13 04:48:02,security@amazon.com,Invoice Attached,critical,flagged
2025-01-11 22:35:06,hr-support@company.com,Document Shared With You,high,blocked
2025-01-06 07:52:23,billing@apple.com,Reset Your Password,medium,flagged
2025-01-24 02:46:27,security@amazon.com,Payment Needed,high,flagged
2025-01-04 03:42:55,unknown@mail.ru,Urgent: Account Locked!,high,blocked
2025-01-23 04:37:21,hr-support@company.com,Reset Your Password,high,allowed
2025-01-24 18:10:23,service@anz.com,Document Shared With You,critical,flagged
2025-01-09 04:21:38,fake@paypal.com,Payment Needed,critical,flagged
2025-01-26 18:01:29,unknown@mail.ru,Document Shared With You,medium,allowed
2025-01-28 22:23:10,fake@paypal.com,Payment Needed,medium,blocked
2025-01-16 21:50:24,service@anz.com,Urgent: Account Locked!,critical,flagged
2025-01-20 12:01:11,billing@apple.com,Document Shared With You,critical,blocked
2025-01-02 17:46:47,unknown@mail.ru,Security Alert,high,blocked
2025-01-28 20:13:31,service@anz.com,Payment Needed,critical,blocked
2025-01-10 13:38:50,security@amazon.com,Payment Needed,medium,blocked
2025-01-27 11:31:48,fake@paypal.com,Reset Your Password,medium,allowed
2025-01-12 00:01:18,security@amazon.com,Urgent: Account Locked!,high,allowed
2025-01-20 09:03:15,security@amazon.com,Security Alert,critical,flagged
2025-01-05 00:16:55,service@anz.com,Invoice Attached,medium,blocked
2025-01-28 18:38:20,hr-support@company.com,Invoice Attached,medium,blocked
2025-01-24 21:59:21,fake@paypal.com,Payment Needed,high,flagged
2025-01-22 12:48:29,service@anz.com,Reset Your Password,medium,flagged
2025-01-28 06:38:24,billing@apple.com,Urgent: Account Locked!,medium,blocked
2025-01-27 22:07:56,hr-support@company.com,Reset Your Password,high,blocked
2025-01-05 22:16:50,unknown@mail.ru,Payment Needed,high,blocked
2025-01-07 17:14:24,billing@apple.com,Document Shared With You,medium,blocked
2025-01-27 06:52:19,service@anz.com,Document Shared With You,medium,flagged
2025-01-06 11:45:34,security@amazon.com,Security Alert,medium,flagged
2025-01-13 13:52:18,fake@paypal.com,Document Shared With You,medium,flagged
2025-01-01 16:48:42,service@anz.com,Payment Needed,high,allowed
2025-01-12 22:03:46,unknown@mail.ru,Security Alert,high,blocked
2025-01-07 11:48:09,unknown@mail.ru,Urgent: Account Locked!,medium,blocked
2025-01-11 22:55:40,service@anz.com,Urgent: Account Locked!,medium,blocked
2025-01-08 19:06:45,billing@apple.com,Document Shared With You,critical,flagged
2025-01-03 05:47:57,security@amazon.com,Payment Needed,critical,allowed
2025-01-18 14:47:46,unknown@mail.ru,Reset Your Password,high,allowed
2025-01-13 19:40:33,fake@paypal.com,Security Alert,medium,allowed
2025-01-12 22:21:30,hr-support@company.com,Payment Needed,high,blocked
2025-01-19 17:05:37,unknown@mail.ru,Reset Your Password,medium,blocked
2025-01-07 20:51:17,unknown@mail.ru,Invoice Attached,critical,blocked
2025-01-09 14:46:51,service@anz.com,Urgent: Account Locked!,high,blocked
2025-01-29 14:37:07,service@anz.com,Security Alert,medium,flagged
2025-01-19 23:37:53,security@amazon.com,Urgent: Account Locked!,medium,flagged
2025-01-11 01:58:34,hr-support@company.com,Urgent: Account Locked!,medium,flagged
2025-01-19 00:10:58,hr-support@company.com,Urgent: Account Locked!,medium,flagged
2025-01-05 17:36:28,security@amazon.com,Document Shared With You,medium,blocked
2025-01-02 10:59:30,unknown@mail.ru,Urgent: Account Locked!,critical,allowed
2025-01-23 00:31:22,security@amazon.com,Security Alert,high,allowed
2025-01-12 14:17:31,billing@apple.com,Invoice Attached,critical,blocked
2025-01-17 02:28:05,hr-support@company.com,Urgent: Account Locked!,medium,blocked
2025-01-07 22:10:02,fake@paypal.com,Urgent: Account Locked!,medium,allowed
2025-01-27 16:30:13,billing@apple.com,Urgent: Account Locked!,medium,blocked
2025-01-24 18:02:36,hr-support@company.com,Invoice Attached,medium,flagged
2025-01-22 09:20:16,hr-support@company.com,Invoice Attached,medium,allowed
2025-01-14 21:14:59,hr-support@company.com,Urgent: Account Locked!,high,blocked
2025-01-20 01:30:13,security@amazon.com,Security Alert,medium,blocked
2025-01-29 21:02:12,security@amazon.com,Document Shared With You,medium,flagged
2025-01-26 05:22:38,fake@paypal.com,Urgent: Account Locked!,high,allowed
2025-01-10 08:37:01,unknown@mail.ru,Payment Needed,high,blocked
2025-01-29 22:52:37,fake@paypal.com,Reset Your Password,high,flagged
2025-01-11 00:03:47,unknown@mail.ru,Document Shared With You,high,blocked
2025-01-25 17:51:39,service@anz.com,Document Shared With You,critical,allowed
2025-01-08 15:17:13,service@anz.com,Reset Your Password,high,blocked
2025-01-24 08:36:05,service@anz.com,Security Alert,high,flagged
2025-01-20 10:11:50,security@amazon.com,Payment Needed,high,flagged
2025-01-28 03:14:17,unknown@mail.ru,Reset Your Password,medium,blocked
2025-01-20 20:30:25,hr-support@company.com,Urgent: Account Locked!,medium,flagged
2025-01-03 12:03:13,service@anz.com,Payment Needed,high,flagged
2025-01-08 04:09:43,hr-support@company.com,Payment Needed,critical,blocked
2025-01-01 17:09:09,billing@apple.com,Security Alert,critical,blocked
2025-01-09 05:08:30,unknown@mail.ru,Security Alert,critical,blocked
2025-01-14 13:30:31,unknown@mail.ru,Document Shared With You,medium,blocked
2025-01-23 07:02:09,service@anz.com,Payment Needed,critical,blocked
2025-01-13 13:00:47,fake@paypal.com,Payment Needed,medium,flagged
2025-01-19 06:28:25,hr-support@company.com,Invoice Attached,critical,blocked
2025-01-30 21:24:43,fake@paypal.com,Urgent: Account Locked!,medium,flagged
2025-01-27 23:04:32,unknown@mail.ru,Security Alert,high,flagged
2025-01-17 17:09:53,security@amazon.com,Urgent: Account Locked!,high,blocked
2025-01-06 15:02:27,unknown@mail.ru,Urgent: Account Locked!,medium,flagged
2025-01-02 07:43:57,service@anz.com,Invoice Attached,medium,blocked
2025-01-18 02:06:47,hr-support@company.com,Document Shared With You,medium,allowed
2025-01-27 05:50:40,hr-support@company.com,Security Alert,medium,flagged
2025-01-25 05:12:13,service@anz.com,Invoice Attached,high,blocked
2025-01-29 02:01:05,security@amazon.com,Invoice Attached,high,blocked
2025-01-13 02:59:55,hr-support@company.com,Document Shared With You,critical,flagged
2025-01-26 16:06:53,hr-support@company.com,Urgent: Account Locked!,medium,flagged
2025-01-16 16:07:53,fake@paypal.com,Payment Needed,high,blocked
2025-01-17 11:18:32,security@amazon.com,Security Alert,medium,flagged
2025-01-09 14:13:35,service@anz.com,Reset Your Password,medium,blocked
2025-01-11 08:46:09,fake@paypal.com,Document Shared With You,critical,flagged
2025-01-08 20:57:43,service@anz.com,Payment Needed,critical,allowed
2025-01-06 09:27:09,security@amazon.com,Payment Needed,medium,allowed
2025-01-20 13:54:34,billing@apple.com,Document Shared With You,medium,flagged
2025-01-28 16:59:55,billing@apple.com,Payment Needed,medium,blocked
2025-01-24 08:52:54,security@amazon.com,Reset Your Password,critical,blocked
2025-01-23 20:59:56,service@anz.com,Security Alert,high,blocked
2025-01-01 12:56:18,service@anz.com,Reset Your Password,high,allowed
2025-01-18 07:18:57,fake@paypal.com,Document Shared With You,medium,blocked
2025-01-09 05:55:29,fake@paypal.com,Payment Needed,high,blocked
2025-01-09 04:43:15,fake@paypal.com,Payment Needed,medium,flagged
2025-01-27 15:09:18,fake@paypal.com,Reset Your Password,high,blocked
2025-01-14 18:22:25,hr-support@company.com,Document Shared With You,high,allowed
2025-01-28 07:22:19,fake@paypal.com,Document Shared With You,high,blocked
2025-01-21 12:30:57,unknown@mail.ru,Urgent: Account Locked!,medium,allowed
2025-01-06 04:00:23,hr-support@company.com,Security Alert,high,flagged
2025-01-01 23:01:24,hr-support@company.com,Payment Needed,high,flagged
2025-01-15 08:17:26,hr-support@company.com,Document Shared With You,high,blocked
2025-01-29 11:10:34,unknown@mail.ru,Reset Your Password,high,allowed
2025-01-11 07:56:53,unknown@mail.ru,Invoice Attached,medium,flagged
2025-01-12 08:22:44,fake@paypal.com,Reset Your Password,high,flagged
2025-01-12 22:23:22,fake@paypal.com,Urgent: Account Locked!,high,allowed
2025-01-15 04:05:43,security@amazon.com,Payment Needed,high,blocked
2025-01-08 03:52:18,fake@paypal.com,Invoice Attached,medium,flagged
2025-01-11 08:07:12,fake@paypal.com,Invoice Attached,critical,blocked
2025-01-04 14:07:23,unknown@mail.ru,Invoice Attached,high,flagged
2025-01-18 00:08:10,security@amazon.com,Urgent: Account Locked!,medium,blocked
2025-01-27 06:07:14,fake@paypal.com,Document Shared With You,medium,blocked
2025-01-04 08:39:42,fake@paypal.com,Payment Needed,medium,blocked
2025-01-04 17:31:38,fake@paypal.com,Payment Needed,high,blocked
2025-01-01 17:31:13,service@anz.com,Reset Your Password,high,flagged
2025-01-24 10:39:31,hr-support@company.com,Invoice Attached,high,blocked
2025-01-06 09:23:31,unknown@mail.ru,Security Alert,medium,flagged
2025-01-02 01:07:07,unknown@mail.ru,Reset Your Password,medium,allowed
2025-01-15 11:41:14,billing@apple.com,Urgent: Account Locked!,medium,blocked
2025-01-06 08:45:47,unknown@mail.ru,Urgent: Account Locked!,critical,blocked
2025-01-16 10:26:33,service@anz.com,Invoice Attached,medium,blocked
2025-01-19 04:59:50,unknown@mail.ru,Document Shared With You,medium,flagged
2025-01-23 04:52:54,unknown@mail.ru,Reset Your Password,critical,allowed
2025-01-06 10:37:31,service@anz.com,Invoice Attached,medium,blocked
2025-01-27 00:03:39,hr-support@company.com,Security Alert,medium,blocked
2025-01-15 04:38:10,security@amazon.com,Urgent: Account Locked!,critical,blocked
2025-01-23 06:04:13,billing@apple.com,Security Alert,high,allowed
2025-01-01 22:32:57,fake@paypal.com,Document Shared With You,medium,blocked
2025-01-20 13:18:16,security@amazon.com,Security Alert,medium,allowed
2025-01-28 18:07:33,service@anz.com,Document Shared With You,medium,allowed
2025-01-02 17:09:30,unknown@mail.ru,Reset Your Password,high,flagged
2025-01-21 07:31:41,security@amazon.com,Document Shared With You,medium,blocked
2025-01-20 10:00:38,unknown@mail.ru,Document Shared With You,high,blocked
2025-01-13 05:10:34,service@anz.com,Urgent: Account Locked!,critical,blocked
2025-01-20 16:42:56,hr-support@company.com,Urgent: Account Locked!,high,blocked
2025-01-13 10:36:36,service@anz.com,Invoice Attached,high,flagged
2025-01-06 22:54:54,security@amazon.com,Security Alert,critical,allowed
2025-01-26 03:12:52,service@anz.com,Invoice Attached,medium,blocked
2025-01-12 07:21:43,fake@paypal.com,Payment Needed,high,blocked
2025-01-30 03:09:17,billing@apple.com,Urgent: Account Locked!,high,allowed
2025-01-22 00:53:16,security@amazon.com,Reset Your Password,high,flagged
2025-01-29 08:17:46,service@anz.com,Invoice Attached,critical,blocked
2025-01-27 20:16:08,security@amazon.com,Invoice Attached,high,flagged
2025-01-13 05:29:25,unknown@mail.ru,Document Shared With You,high,blocked
2025-01-22 19:27:15,billing@apple.com,Payment Needed,medium,flagged
2025-01-09 04:48:20,service@anz.com,Payment Needed,critical,flagged
2025-01-12 06:37:54,fake@paypal.com,Document Shared With You,medium,allowed
2025-01-17 15:12:45,billing@apple.com,Urgent: Account Locked!,medium,blocked
2025-01-12 08:28:25,billing@apple.com,Security Alert,high,flagged
2025-01-23 11:28:53,security@amazon.com,Security Alert,critical,blocked
2025-01-24 04:35:44,security@amazon.com,Urgent: Account Locked!,high,blocked
2025-01-25 23:30:28,billing@apple.com,Invoice Attached,high,blocked
2025-01-29 02:29:00,security@amazon.com,Payment Needed,high,allowed
2025-01-24 20:53:36,billing@apple.com,Payment Needed,medium,allowed
2025-01-22 02:09:03,unknown@mail.ru,Document Shared With You,medium,flagged
2025-01-01 13:54:10,hr-support@company.com,Reset Your Password,medium,blocked
2025-01-11 07:35:25,security@amazon.com,Invoice Attached,medium,blocked
2025-01-02 11:16:08,security@amazon.com,Invoice Attached,critical,blocked
2025-01-12 09:03:46,hr-support@company.com,Urgent: Account Locked!,high,blocked
2025-01-24 16:18:05,billing@apple.com,Security Alert,high,blocked
2025-01-28 08:20:56,fake@paypal.com,Payment Needed,medium,blocked
2025-01-01 07:31:40,unknown@mail.ru,Urgent: Account Locked!,critical,blocked
2025-01-20 10:14:49,service@anz.com,Document Shared With You,medium,blocked
2025-01-26 12:22:55,unknown@mail.ru,Reset Your Password,high,flagged
2025-01-13 06:28:15,billing@apple.com,Reset Your Password,high,blocked
2025-01-04 06:03:50,security@amazon.com,Urgent: Account Locked!,high,flagged
2025-01-08 01:24:31,billing@apple.com,Document Shared With You,high,allowed
2025-01-07 08:46:36,hr-support@company.com,Urgent: Account Locked!,critical,flagged
2025-01-13 01:53:11,fake@paypal.com,Payment Needed,high,flagged
2025-01-09 02:20:13,billing@apple.com,Payment Needed,critical,blocked
2025-01-03 20:26:36,service@anz.com,Document Shared With You,medium,allowed
2025-01-09 00:47:19,security@amazon.com,Payment Needed,high,flagged
2025-01-14 16:36:28,service@anz.com,Urgent: Account Locked!,critical,allowed
2025-01-25 05:57:45,billing@apple.com,Payment Needed,critical,blocked
2025-01-01 01:54:09,service@anz.com,Payment Needed,medium,blocked
2025-01-28 18:07:31,fake@paypal.com,Payment Needed,high,flagged
2025-01-08 10:51:31,security@amazon.com,Document Shared With You,high,blocked
2025-01-21 16:20:30,security@amazon.com,Document Shared With You,high,allowed
2025-01-30 20:26:32,unknown@mail.ru,Urgent: Account Locked!,medium,blocked
2025-01-14 05:05:24,fake@paypal.com,Security Alert,high,flagged
2025-01-06 17:08:32,billing@apple.com,Invoice Attached,high,blocked
2025-01-28 12:00:09,service@anz.com,Document Shared With You,medium,blocked
2025-01-07 21:05:27,unknown@mail.ru,Payment Needed,medium,blocked
2025-01-15 15:10:40,security@amazon.com,Payment Needed,medium,blocked
2025-01-26 01:48:39,billing@apple.com,Reset Your Password,medium,blocked
2025-01-21 15:40:32,service@anz.com,Document Shared With You,medium,flagged
2025-01-23 18:42:53,fake@paypal.com,Payment Needed,medium,flagged
2025-01-20 19:09:18,fake@paypal.com,Payment Needed,high,blocked
2025-01-13 08:51:45,service@anz.com,Invoice Attached,medium,allowed
2025-01-18 13:19:29,billing@apple.com,Payment Needed,medium,blocked
2025-01-02 11:05:35,security@amazon.com,Security Alert,medium,blocked
2025-01-12 17:43:36,billing@apple.com,Security Alert,high,blocked
2025-01-21 18:18:50,unknown@mail.ru,Invoice Attached,medium,blocked
2025-01-25 16:56:37,security@amazon.com,Invoice Attached,medium,allowed
2025-01-01 19:42:42,unknown@mail.ru,Invoice Attached,medium,blocked
2025-01-12 01:57:28,service@anz.com,Security Alert,critical,flagged
2025-01-30 05:39:19,security@amazon.com,Document Shared With You,medium,flagged
2025-01-19 14:57:32,hr-support@company.com,Security Alert,high,blocked
2025-01-19 14:17:47,billing@apple.com,Payment Needed,medium,blocked
2025-01-17 01:23:20,unknown@mail.ru,Payment Needed,high,allowed
2025-01-29 01:37:08,fake@paypal.com,Document Shared With You,high,blocked
2025-01-20 06:31:16,unknown@mail.ru,Security Alert,medium,blocked
2025-01-14 12:22:30,unknown@mail.ru,Payment Needed,high,allowed
2025-01-09 09:26:13,service@anz.com,Urgent: Account Locked!,high,blocked
2025-01-21 09:02:25,service@anz.com,Payment Needed,critical,blocked
2025-01-11 01:25:53,service@anz.com,Urgent: Account Locked!,high,flagged
2025-01-05 13:54:06,service@anz.com,Invoice Attached,medium,allowed
2025-01-03 15:38:18,service@anz.com,Urgent: Account Locked!,medium,allowed
2025-01-25 12:17:10,security@amazon.com,Payment Needed,medium,blocked
2025-01-18 10:46:48,fake@paypal.com,Payment Needed,critical,blocked
2025-01-25 12:30:43,service@anz.com,Payment Needed,critical,blocked
2025-01-10 08:08:39,unknown@mail.ru,Invoice Attached,high,blocked
2025-01-30 04:07:36,service@anz.com,Document Shared With You,medium,flagged
2025-01-01 07:55:48,service@anz.com,Payment Needed,medium,blocked
2025-01-03 16:24:47,security@amazon.com,Document Shared With You,high,flagged
2025-01-25 18:35:38,unknown@mail.ru,Urgent: Account Locked!,medium,blocked
2025-01-25 02:57:35,unknown@mail.ru,Security Alert,critical,flagged
2025-01-30 02:51:53,service@anz.com,Urgent: Account Locked!,high,allowed
2025-01-17 21:06:16,unknown@mail.ru,Security Alert,high,flagged
2025-01-28 08:18:07,service@anz.com,Document Shared With You,medium,flagged
2025-01-02 05:29:42,hr-support@company.com,Document Shared With You,high,blocked
2025-01-13 22:56:09,fake@paypal.com,Invoice Attached,medium,allowed
2025-01-09 02:34:32,fake@paypal.com,Invoice Attached,medium,blocked
2025-01-06 22:41:53,hr-support@company.com,Payment Needed,high,flagged
2025-01-17 13:26:28,security@amazon.com,Urgent: Account Locked!,critical,blocked
2025-01-29 20:43:55,unknown@mail.ru,Document Shared With You,medium,blocked
2025-01-20 00:55:41,fake@paypal.com,Document Shared With You,critical,blocked
2025-01-05 23:58:54,fake@paypal.com,Urgent: Account Locked!,medium,allowed
2025-01-03 02:55:02,billing@apple.com,Security Alert,medium,blocked
2025-01-09 07:39:22,unknown@mail.ru,Reset Your Password,medium,blocked
2025-01-10 08:52:07,service@anz.com,Reset Your Password,medium,flagged
2025-01-03 07:07:50,fake@paypal.com,Document Shared With You,high,allowed
2025-01-11 18:04:20,hr-support@company.com,Security Alert,medium,flagged
2025-01-15 22:14:03,hr-support@company.com,Document Shared With You,medium,flagged
2025-01-14 09:21:00,security@amazon.com,Document Shared With You,critical,blocked
2025-01-13 17:15:26,security@amazon.com,Security Alert,critical,blocked
2025-01-02 03:52:43,hr-support@company.com,Invoice Attached,high,blocked
2025-01-06 00:48:33,hr-support@company.com,Payment Needed,critical,blocked
2025-01-11 09:07:53,service@anz.com,Urgent: Account Locked!,critical,blocked
2025-01-19 08:03:45,fake@paypal.com,Reset Your Password,high,allowed
2025-01-28 21:31:13,security@amazon.com,Invoice Attached,high,flagged
2025-01-29 05:35:52,unknown@mail.ru,Invoice Attached,high,blocked
2025-01-04 20:03:06,fake@paypal.com,Urgent: Account Locked!,high,flagged
2025-01-28 03:22:50,unknown@mail.ru,Urgent: Account Locked!,medium,allowed
2025-01-26 10:21:20,billing@apple.com,Reset Your Password,critical,blocked
2025-01-14 12:15:39,security@amazon.com,Reset Your Password,medium,flagged
2025-01-02 19:49:19,security@amazon.com,Invoice Attached,high,flagged
2025-01-12 11:42:21,hr-support@company.com,Reset Your Password,high,flagged
2025-01-24 16:09:52,security@amazon.com,Urgent: Account Locked!,critical,flagged
2025-01-17 18:18:18,service@anz.com,Urgent: Account Locked!,critical,flagged
2025-01-17 14:43:36,fake@paypal.com,Payment Needed,critical,blocked
2025-01-07 19:34:49,security@amazon.com,Payment Needed,critical,flagged
2025-01-01 02:47:09,fake@paypal.com,Security Alert,medium,flagged
2025-01-03 02:19:27,hr-support@company.com,Security Alert,medium,blocked
2025-01-02 11:34:55,hr-support@company.com,Urgent: Account Locked!,high,allowed
2025-01-28 01:47:23,hr-support@company.com,Payment Needed,high,blocked
2025-01-22 22:04:01,fake@paypal.com,Reset Your Password,high,blocked
2025-01-04 06:34:56,unknown@mail.ru,Reset Your Password,high,blocked
2025-01-03 22:57:11,unknown@mail.ru,Reset Your Password,critical,blocked
2025-01-11 00:05:59,fake@paypal.com,Security Alert,medium,blocked
2025-01-18 15:35:50,hr-support@company.com,Security Alert,high,blocked
2025-01-17 19:00:16,fake@paypal.com,Security Alert,high,blocked
2025-01-30 08:32:00,billing@apple.com,Invoice Attached,critical,flagged
2025-01-30 15:18:42,billing@apple.com,Urgent: Account Locked!,critical,blocked
2025-01-16 10:48:48,billing@apple.com,Document Shared With You,high,allowed
2025-01-19 12:27:56,unknown@mail.ru,Reset Your Password,medium,flagged
2025-01-27 09:11:46,service@anz.com,Urgent: Account Locked!,medium,blocked
2025-01-09 06:50:51,unknown@mail.ru,Urgent: Account Locked!,medium,blocked
2025-01-29 19:02:18,security@amazon.com,Urgent: Account Locked!,high,flagged
2025-01-02 12:45:49,fake@paypal.com,Invoice Attached,medium,allowed
2025-01-04 19:46:40,fake@paypal.com,Security Alert,high,blocked
2025-01-08 00:46:35,fake@paypal.com,Invoice Attached,high,blocked
2025-01-29 05:59:44,service@anz.com,Reset Your Password,high,allowed
2025-01-30 19:46:02,hr-support@company.com,Security Alert,medium,blocked
2025-01-02 14:31:57,unknown@mail.ru,Payment Needed,high,flagged
2025-01-08 13:58:09,billing@apple.com,Security Alert,high,allowed
2025-01-22 23:44:33,security@amazon.com,Reset Your Password,medium,blocked
2025-01-09 17:56:19,unknown@mail.ru,Reset Your Password,high,blocked
2025-01-30 03:03:16,security@amazon.com,Invoice Attached,high,flagged
2025-01-17 04:31:24,unknown@mail.ru,Invoice Attached,critical,blocked
2025-01-09 07:40:46,unknown@mail.ru,Document Shared With You,medium,allowed
2025-01-29 15:10:42,hr-support@company.com,Document Shared With You,critical,flagged
