timestamp,source_ip,destination_ip,action,severity,details,alert_type,status,sender,subject,action_taken
2025-01-24 12:19:06,192.168.189.73,23.211.191.144,allowed,medium,Port scan detected,,,,,
2025-01-19 04:32:54,192.168.50.190,139.249.245.51,allowed,high,Normal traffic,,,,,
2025-01-19 02:19:54,192.168.46.1,74.158.167.181,blocked,high,Port scan detected,,,,,
2025-01-12 04:17:04,192.168.176.177,12.86.14.200,blocked,critical,Normal traffic,,,,,
2025-01-14 00:28:38,192.168.109.254,85.50.193.31,blocked,high,Suspicious outbound,,,,,
2025-01-22 17:59:18,192.168.88.145,196.64.165.136,blocked,medium,Suspicious outbound,,,,,
2025-01-11 00:24:55,192.168.8.120,29.61.82.124,allowed,critical,Normal traffic,,,,,
2025-01-08 16:51:58,192.168.179.124,72.254.225.79,allowed,critical,Port scan detected,,,,,
2025-01-19 11:27:12,192.168.131.105,14.70.107.202,allowed,medium,Port scan detected,,,,,
2025-01-01 20:09:51,192.168.127.226,41.150.102.19,blocked,medium,Port scan detected,,,,,
2025-01-17 05:16:09,192.168.62.99,224.237.119.2,allowed,high,Normal traffic,,,,,
2025-01-04 19:10:51,192.168.121.159,85.220.100.16,allowed,high,Brute-force attempt,,,,,
2025-01-08 12:22:42,192.168.209.43,52.19.47.250,allowed,medium,Normal traffic,,,,,
2025-01-10 22:58:57,192.168.80.69,92.178.160.38,allowed,medium,Suspicious outbound,,,,,
2025-01-20 20:38:05,192.168.79.203,155.223.151.225,allowed,critical,Brute-force attempt,,,,,
2025-01-19 16:49:18,192.168.23.225,56.121.102.222,allowed,medium,Normal traffic,,,,,
2025-01-30 04:29:43,192.168.177.95,128.202.100.143,blocked,high,Brute-force attempt,,,,,
2025-01-16 17:07:51,192.168.223.189,219.33.117.93,allowed,medium,Port scan detected,,,,,
2025-01-18 18:03:47,192.168.155.136,32.112.33.240,blocked,medium,Port scan detected,,,,,
2025-01-22 15:42:43,192.168.144.214,14.217.131.162,blocked,critical,Port scan detected,,,,,
2025-01-05 04:07:06,192.168.13.100,134.43.68.61,allowed,high,Port scan detected,,,,,
2025-01-12 12:32:08,192.168.15.109,22.161.192.98,allowed,medium,Port scan detected,,,,,
2025-01-14 21:14:50,192.168.160.180,52.254.97.106,allowed,high,Normal traffic,,,,,
2025-01-26 12:07:30,192.168.139.57,119.103.58.207,allowed,medium,Brute-force attempt,,,,,
2025-01-30 11:21:10,192.168.64.173,2.184.96.150,blocked,medium,Brute-force attempt,,,,,
2025-01-26 05:58:45,192.168.117.100,229.148.217.84,allowed,medium,Port scan detected,,,,,
2025-01-05 07:07:20,192.168.43.245,37.44.6.131,blocked,medium,Brute-force attempt,,,,,
2025-01-11 07:30:43,192.168.110.49,134.143.39.30,allowed,medium,Port scan detected,,,,,
2025-01-20 04:16:07,192.168.223.79,56.114.79.23,allowed,medium,Port scan detected,,,,,
2025-01-17 20:00:38,192.168.97.133,20.144.185.166,blocked,medium,Port scan detected,,,,,
2025-01-30 10:21:12,192.168.190.124,121.18.72.161,allowed,high,Port scan detected,,,,,
2025-01-11 16:30:50,192.168.89.88,112.22.49.37,allowed,medium,Normal traffic,,,,,
2025-01-12 22:34:02,192.168.217.210,39.236.139.133,blocked,critical,Malware signature found,,,,,
2025-01-13 18:17:57,192.168.28.55,183.203.22.94,allowed,medium,Suspicious outbound,,,,,
2025-01-07 21:33:33,192.168.51.197,145.43.160.207,allowed,high,Normal traffic,,,,,
2025-01-15 19:01:51,192.168.185.237,90.81.18.65,allowed,high,Suspicious outbound,,,,,
2025-01-13 03:28:31,192.168.125.255,14.74.253.130,allowed,critical,Normal traffic,,,,,
2025-01-26 12:51:14,192.168.185.232,51.187.124.113,allowed,medium,Brute-force attempt,,,,,
2025-01-07 00:48:43,192.168.87.101,117.46.168.21,allowed,critical,Port scan detected,,,,,
2025-01-29 00:50:41,192.168.179.103,111.205.6.228,blocked,medium,Normal traffic,,,,,
2025-01-10 19:54:52,192.168.63.159,250.50.189.40,blocked,medium,Port scan detected,,,,,
2025-01-08 05:28:03,192.168.16.221,42.52.29.241,blocked,medium,Port scan detected,,,,,
2025-01-28 04:02:57,192.168.183.48,93.214.6.230,blocked,medium,Brute-force attempt,,,,,
2025-01-16 18:57:54,192.168.200.58,228.85.227.76,blocked,medium,Normal traffic,,,,,
2025-01-22 07:56:14,192.168.1.217,137.5.30.21,blocked,high,Port scan detected,,,,,
2025-01-25 18:45:11,192.168.254.199,168.116.204.61,allowed,medium,Suspicious outbound,,,,,
2025-01-25 13:27:55,192.168.29.43,102.151.115.221,blocked,high,Normal traffic,,,,,
2025-01-18 16:58:16,192.168.21.15,1.236.133.1,allowed,medium,Suspicious outbound,,,,,
2025-01-28 22:29:37,192.168.199.0,195.124.198.212,blocked,medium,Suspicious outbound,,,,,
2025-01-18 23:23:15,192.168.184.8,199.149.206.175,blocked,medium,Brute-force attempt,,,,,
2025-01-12 16:23:34,192.168.76.238,96.46.163.105,blocked,critical,Brute-force attempt,,,,,
2025-01-05 10:30:07,192.168.207.240,172.94.169.42,allowed,critical,Port scan detected,,,,,
2025-01-20 10:30:26,192.168.195.200,121.142.32.59,blocked,high,Malware signature found,,,,,
2025-01-22 04:26:06,192.168.100.91,30.34.178.113,allowed,medium,Suspicious outbound,,,,,
2025-01-27 19:50:17,192.168.31.31,65.251.231.81,blocked,high,Suspicious outbound,,,,,
2025-01-24 12:52:49,192.168.190.18,228.213.44.49,allowed,critical,Suspicious outbound,,,,,
2025-01-15 10:08:55,192.168.20.57,114.31.201.251,allowed,medium,Brute-force attempt,,,,,
2025-01-08 12:01:54,192.168.195.54,166.60.217.173,blocked,medium,Brute-force attempt,,,,,
2025-01-13 15:14:06,192.168.216.182,46.123.7.201,blocked,medium,Normal traffic,,,,,
2025-01-15 06:18:38,192.168.208.3,188.5.169.71,blocked,high,Malware signature found,,,,,
2025-01-27 23:02:09,192.168.237.198,129.164.44.171,blocked,medium,Normal traffic,,,,,
2025-01-14 16:34:11,192.168.92.17,8.228.162.173,blocked,medium,Suspicious outbound,,,,,
2025-01-23 12:14:17,192.168.87.17,21.118.238.16,allowed,medium,Brute-force attempt,,,,,
2025-01-19 11:46:13,192.168.126.231,144.155.76.65,allowed,high,Normal traffic,,,,,
2025-01-07 04:23:00,192.168.6.168,181.87.10.17,allowed,medium,Suspicious outbound,,,,,
2025-01-05 18:56:47,192.168.175.241,63.163.199.89,allowed,medium,Brute-force attempt,,,,,
2025-01-08 19:56:27,192.168.47.58,42.239.244.38,allowed,medium,Port scan detected,,,,,
2025-01-02 08:16:36,192.168.2.135,193.239.175.73,blocked,medium,Malware signature found,,,,,
2025-01-11 17:39:26,192.168.225.148,82.159.13.246,allowed,medium,Suspicious outbound,,,,,
2025-01-13 19:03:09,192.168.66.140,80.249.223.86,allowed,high,Port scan detected,,,,,
2025-01-15 05:06:20,192.168.225.242,154.129.213.135,blocked,high,Brute-force attempt,,,,,
2025-01-10 07:00:22,192.168.187.20,26.101.209.160,allowed,medium,Normal traffic,,,,,
2025-01-30 20:44:19,192.168.196.227,90.43.250.244,blocked,high,Malware signature found,,,,,
2025-01-22 05:36:27,192.168.67.86,70.58.196.1,allowed,medium,Normal traffic,,,,,
2025-01-05 00:54:27,192.168.209.73,103.222.47.171,allowed,medium,Suspicious outbound,,,,,
2025-01-27 13:48:56,192.168.250.168,12.245.97.28,allowed,medium,Malware signature found,,,,,
2025-01-06 11:09:17,192.168.198.134,133.147.81.99,blocked,critical,Brute-force attempt,,,,,
2025-01-16 00:32:30,192.168.105.42,188.126.111.39,allowed,critical,Brute-force attempt,,,,,
2025-01-12 23:50:06,192.168.206.87,31.86.193.13,blocked,medium,Port scan detected,,,,,
2025-01-11 01:03:05,192.168.210.154,212.117.231.186,allowed,medium,Malware signature found,,,,,
2025-01-27 18:43:12,192.168.38.182,229.76.210.110,allowed,medium,Suspicious outbound,,,,,
2025-01-10 06:56:26,192.168.43.99,36.198.92.181,allowed,high,Normal traffic,,,,,
2025-01-02 14:17:45,192.168.126.172,118.109.208.159,blocked,high,Port scan detected,,,,,
2025-01-11 22:33:21,192.168.147.82,84.131.71.119,blocked,medium,Malware signature found,,,,,
2025-01-22 20:07:34,192.168.140.107,138.146.167.201,allowed,high,Suspicious outbound,,,,,
2025-01-06 00:57:25,192.168.240.240,171.137.156.105,blocked,critical,Port scan detected,,,,,
2025-01-23 16:13:38,192.168.95.162,170.37.136.68,allowed,medium,Normal traffic,,,,,
2025-01-05 19:47:59,192.168.242.80,136.162.217.78,blocked,medium,Malware signature found,,,,,
2025-01-11 14:46:56,192.168.50.197,50.122.250.189,allowed,medium,Malware signature found,,,,,
2025-01-30 08:16:59,192.168.17.198,56.246.129.1,blocked,critical,Suspicious outbound,,,,,
2025-01-16 07:59:11,192.168.194.242,3.147.203.255,allowed,high,Normal traffic,,,,,
2025-01-27 03:36:16,192.168.226.164,240.20.44.84,allowed,high,Malware signature found,,,,,
2025-01-13 15:11:14,192.168.122.94,34.100.14.225,allowed,medium,Malware signature found,,,,,
2025-01-18 19:42:08,192.168.45.31,160.48.35.236,blocked,critical,Port scan detected,,,,,
2025-01-13 06:36:04,192.168.150.192,108.250.228.88,allowed,medium,Malware signature found,,,,,
2025-01-08 07:06:56,192.168.25.83,156.239.67.86,blocked,high,Suspicious outbound,,,,,
2025-01-12 17:06:42,192.168.56.231,208.14.179.67,allowed,high,Brute-force attempt,,,,,
2025-01-10 21:30:40,192.168.223.250,49.24.1.182,blocked,medium,Suspicious outbound,,,,,
2025-01-15 18:10:06,192.168.249.164,252.159.119.1,blocked,high,Suspicious outbound,,,,,
2025-01-15 23:57:18,192.168.179.220,195.56.3.131,allowed,high,Port scan detected,,,,,
2025-01-26 07:41:43,192.168.20.79,64.119.6.177,allowed,high,Malware signature found,,,,,
2025-01-11 22:26:46,192.168.212.77,138.157.69.179,allowed,medium,Brute-force attempt,,,,,
2025-01-15 22:30:38,192.168.62.93,132.80.36.249,blocked,critical,Malware signature found,,,,,
2025-01-12 20:50:21,192.168.149.122,182.185.92.95,allowed,critical,Port scan detected,,,,,
2025-01-10 07:37:24,192.168.238.165,220.168.31.188,allowed,high,Port scan detected,,,,,
2025-01-08 08:13:30,192.168.136.247,228.31.152.117,allowed,medium,Normal traffic,,,,,
2025-01-02 09:40:05,192.168.177.79,140.94.242.178,allowed,high,Normal traffic,,,,,
2025-01-22 01:06:19,192.168.89.37,85.128.157.49,blocked,medium,Port scan detected,,,,,
2025-01-11 06:48:09,192.168.48.151,255.173.40.197,blocked,medium,Brute-force attempt,,,,,
2025-01-03 22:32:41,192.168.81.99,242.211.51.107,blocked,medium,Suspicious outbound,,,,,
2025-01-19 07:37:25,192.168.216.47,4.121.147.124,blocked,high,Normal traffic,,,,,
2025-01-30 05:25:21,192.168.107.163,22.207.9.11,blocked,medium,Port scan detected,,,,,
2025-01-09 23:25:19,192.168.186.62,1.51.2.84,allowed,medium,Normal traffic,,,,,
2025-01-07 09:26:57,192.168.242.119,74.162.20.102,allowed,medium,Suspicious outbound,,,,,
2025-01-23 12:48:57,192.168.230.159,187.52.160.224,allowed,critical,Brute-force attempt,,,,,
2025-01-23 14:42:12,192.168.114.81,30.181.246.231,allowed,high,Suspicious outbound,,,,,
2025-01-23 04:21:20,192.168.216.80,254.129.22.121,blocked,medium,Normal traffic,,,,,
2025-01-10 19:15:18,192.168.137.28,157.219.250.201,allowed,medium,Brute-force attempt,,,,,
2025-01-07 10:13:55,192.168.91.22,136.83.198.7,allowed,medium,Normal traffic,,,,,
2025-01-30 14:19:29,192.168.179.100,151.197.91.197,blocked,medium,Port scan detected,,,,,
2025-01-14 21:01:06,192.168.99.115,149.221.103.59,allowed,critical,Malware signature found,,,,,
2025-01-20 08:45:54,192.168.139.152,230.158.168.91,blocked,critical,Port scan detected,,,,,
2025-01-17 06:48:20,192.168.238.139,138.213.133.51,blocked,high,Normal traffic,,,,,
2025-01-03 05:31:51,192.168.94.17,124.166.113.151,blocked,medium,Malware signature found,,,,,
2025-01-16 20:28:04,192.168.77.119,181.35.148.86,blocked,medium,Malware signature found,,,,,
2025-01-27 18:22:16,192.168.255.31,235.104.166.17,allowed,high,Port scan detected,,,,,
2025-01-06 15:18:57,192.168.34.225,238.134.228.34,allowed,high,Normal traffic,,,,,
2025-01-14 21:06:08,192.168.165.241,244.91.9.15,allowed,high,Brute-force attempt,,,,,
2025-01-16 00:40:28,192.168.63.21,139.135.126.76,blocked,critical,Port scan detected,,,,,
2025-01-21 22:59:12,192.168.222.13,244.198.222.218,allowed,high,Brute-force attempt,,,,,
2025-01-21 08:17:58,192.168.40.112,61.181.35.29,allowed,medium,Malware signature found,,,,,
2025-01-01 23:10:45,192.168.247.161,115.251.117.83,allowed,medium,Brute-force attempt,,,,,
2025-01-13 09:19:12,192.168.69.132,95.14.101.197,blocked,high,Port scan detected,,,,,
2025-01-30 18:08:49,192.168.105.171,55.12.12.1,allowed,critical,Port scan detected,,,,,
2025-01-24 17:43:23,192.168.234.208,69.187.20.154,allowed,critical,Normal traffic,,,,,
2025-01-13 20:19:27,192.168.249.164,179.151.134.111,allowed,medium,Suspicious outbound,,,,,
2025-01-22 09:54:13,192.168.233.11,116.147.216.225,allowed,high,Malware signature found,,,,,
2025-01-20 01:33:28,192.168.64.255,75.126.150.243,allowed,medium,Normal traffic,,,,,
2025-01-15 07:45:17,192.168.70.172,102.229.152.143,allowed,high,Normal traffic,,,,,
2025-01-05 12:47:11,192.168.127.118,151.148.147.83,allowed,critical,Normal traffic,,,,,
2025-01-04 09:45:36,192.168.157.142,171.197.36.43,blocked,high,Malware signature found,,,,,
2025-01-17 13:27:08,192.168.5.42,59.27.221.37,blocked,medium,Port scan detected,,,,,
2025-01-14 12:50:57,192.168.83.101,87.114.216.199,allowed,high,Normal traffic,,,,,
2025-01-28 07:08:50,192.168.251.125,42.62.246.117,blocked,medium,Normal traffic,,,,,
2025-01-30 21:11:02,192.168.131.6,220.93.124.20,blocked,high,Port scan detected,,,,,
2025-01-07 22:34:05,192.168.34.71,104.175.126.109,blocked,critical,Port scan detected,,,,,
2025-01-02 17:30:18,192.168.57.170,137.8.143.9,blocked,high,Brute-force attempt,,,,,
2025-01-25 16:00:48,192.168.66.185,100.112.36.246,allowed,critical,Suspicious outbound,,,,,
2025-01-14 01:58:58,192.168.181.102,4.96.233.193,blocked,medium,Suspicious outbound,,,,,
2025-01-28 18:03:06,192.168.121.111,117.121.81.116,allowed,medium,Normal traffic,,,,,
2025-01-05 04:21:33,192.168.2.122,125.101.244.206,allowed,medium,Port scan detected,,,,,
2025-01-25 11:12:33,192.168.121.239,12.147.99.154,blocked,medium,Port scan detected,,,,,
2025-01-01 18:53:57,192.168.40.224,107.107.194.9,allowed,medium,Brute-force attempt,,,,,
2025-01-03 02:37:00,192.168.216.146,95.236.170.226,allowed,critical,Normal traffic,,,,,
2025-01-12 00:08:53,192.168.249.96,190.70.128.192,allowed,medium,Brute-force attempt,,,,,
2025-01-25 13:33:35,192.168.92.135,165.228.211.120,blocked,high,Port scan detected,,,,,
2025-01-18 05:51:57,192.168.245.62,152.45.181.240,allowed,high,Brute-force attempt,,,,,
2025-01-28 10:07:15,192.168.196.111,179.58.91.90,blocked,medium,Suspicious outbound,,,,,
2025-01-02 08:31:42,192.168.243.28,118.249.53.237,blocked,medium,Normal traffic,,,,,
2025-01-01 23:11:08,192.168.237.33,187.78.117.68,allowed,critical,Port scan detected,,,,,
2025-01-26 16:41:05,192.168.63.141,117.126.176.187,allowed,high,Normal traffic,,,,,
2025-01-24 13:38:47,192.168.43.144,111.120.183.180,blocked,critical,Malware signature found,,,,,
2025-01-04 22:46:32,192.168.222.194,237.200.152.71,blocked,medium,Suspicious outbound,,,,,
2025-01-24 06:10:50,192.168.237.91,189.51.174.67,allowed,critical,Suspicious outbound,,,,,
2025-01-11 18:00:47,192.168.145.55,191.219.14.24,allowed,high,Suspicious outbound,,,,,
2025-01-05 04:48:40,192.168.165.215,226.220.124.66,blocked,high,Brute-force attempt,,,,,
2025-01-04 09:14:49,192.168.249.72,66.144.147.249,blocked,medium,Port scan detected,,,,,
2025-01-16 19:46:50,192.168.90.165,86.183.57.70,allowed,critical,Normal traffic,,,,,
2025-01-10 21:03:23,192.168.145.19,164.255.57.45,allowed,medium,Port scan detected,,,,,
2025-01-05 12:55:56,192.168.45.236,24.39.225.65,allowed,high,Suspicious outbound,,,,,
2025-01-11 04:43:25,192.168.108.82,119.97.117.170,allowed,medium,Malware signature found,,,,,
2025-01-01 16:04:00,192.168.196.135,94.3.174.96,allowed,high,Brute-force attempt,,,,,
2025-01-24 09:26:42,192.168.123.150,19.193.170.69,blocked,medium,Suspicious outbound,,,,,
2025-01-28 11:30:13,192.168.51.222,87.70.114.115,blocked,high,Suspicious outbound,,,,,
2025-01-04 00:08:37,192.168.180.142,236.114.116.54,blocked,medium,Malware signature found,,,,,
2025-01-27 14:46:51,192.168.119.217,59.215.43.159,allowed,critical,Brute-force attempt,,,,,
2025-01-19 04:55:28,192.168.231.153,37.85.90.54,blocked,critical,Suspicious outbound,,,,,
2025-01-09 12:59:06,192.168.7.19,240.96.233.78,allowed,critical,Port scan detected,,,,,
2025-01-25 15:08:46,192.168.209.123,200.113.86.23,blocked,critical,Port scan detected,,,,,
2025-01-05 11:46:33,192.168.91.48,175.2.155.148,allowed,medium,Suspicious outbound,,,,,
2025-01-14 18:07:50,192.168.108.24,176.189.202.187,blocked,medium,Normal traffic,,,,,
2025-01-28 12:58:02,192.168.188.96,122.161.20.136,blocked,medium,Suspicious outbound,,,,,
2025-01-12 18:12:04,192.168.77.170,79.25.235.118,blocked,medium,Suspicious outbound,,,,,
2025-01-29 06:03:29,192.168.111.69,43.220.83.151,allowed,medium,Suspicious outbound,,,,,
2025-01-22 23:35:02,192.168.6.10,236.151.238.241,allowed,medium,Suspicious outbound,,,,,
2025-01-06 03:46:20,192.168.45.95,98.72.115.235,allowed,medium,Port scan detected,,,,,
2025-01-23 12:26:51,192.168.87.49,222.97.99.245,allowed,high,Port scan detected,,,,,
2025-01-11 09:56:17,192.168.161.71,112.43.223.21,blocked,high,Malware signature found,,,,,
2025-01-04 22:55:59,192.168.79.191,191.202.37.95,allowed,high,Suspicious outbound,,,,,
2025-01-17 14:51:11,192.168.67.213,136.196.54.112,allowed,high,Malware signature found,,,,,
2025-01-13 05:51:52,192.168.142.23,110.116.79.118,allowed,high,Port scan detected,,,,,
2025-01-09 17:00:07,192.168.64.92,113.112.151.102,allowed,high,Brute-force attempt,,,,,
2025-01-08 11:42:28,192.168.150.85,239.160.51.251,allowed,critical,Suspicious outbound,,,,,
2025-01-16 13:49:17,192.168.232.222,72.248.28.142,allowed,medium,Normal traffic,,,,,
2025-01-20 12:24:37,192.168.221.132,109.93.42.254,allowed,high,Suspicious outbound,,,,,
2025-01-13 13:02:48,192.168.74.193,239.87.56.102,allowed,medium,Port scan detected,,,,,
2025-01-27 23:30:03,192.168.91.233,101.44.106.188,allowed,medium,Malware signature found,,,,,
2025-01-16 11:14:27,192.168.185.129,64.234.49.67,allowed,medium,Malware signature found,,,,,
2025-01-23 13:42:32,192.168.58.66,209.149.77.179,allowed,high,Brute-force attempt,,,,,
2025-01-12 08:33:33,192.168.149.191,197.66.66.16,blocked,medium,Normal traffic,,,,,
2025-01-04 14:05:59,192.168.3.217,115.227.154.230,blocked,medium,Port scan detected,,,,,
2025-01-15 13:04:20,192.168.174.91,231.25.179.79,blocked,critical,Suspicious outbound,,,,,
2025-01-22 10:53:44,192.168.186.61,114.183.63.218,allowed,medium,Suspicious outbound,,,,,
2025-01-24 01:11:56,192.168.106.119,92.145.228.184,allowed,high,Suspicious outbound,,,,,
2025-01-11 21:12:15,192.168.247.248,70.185.33.44,blocked,critical,Malware signature found,,,,,
2025-01-13 10:28:50,192.168.222.57,78.40.70.12,blocked,medium,Brute-force attempt,,,,,
2025-01-25 23:41:46,192.168.244.34,165.160.179.199,blocked,critical,Normal traffic,,,,,
2025-01-14 13:19:07,192.168.107.244,88.220.237.36,allowed,high,Normal traffic,,,,,
2025-01-17 19:08:53,192.168.10.185,11.30.62.10,allowed,critical,Port scan detected,,,,,
2025-01-12 08:45:28,192.168.208.200,147.242.237.229,blocked,medium,Brute-force attempt,,,,,
2025-01-12 06:01:54,192.168.226.234,255.177.85.249,blocked,medium,Port scan detected,,,,,
2025-01-08 16:05:12,192.168.66.9,229.130.147.95,allowed,medium,Brute-force attempt,,,,,
2025-01-29 12:24:18,192.168.63.89,152.150.12.149,blocked,high,Port scan detected,,,,,
2025-01-20 19:38:20,192.168.2.124,247.197.59.105,blocked,medium,Malware signature found,,,,,
2025-01-25 22:15:20,192.168.65.213,83.109.103.45,allowed,critical,Suspicious outbound,,,,,
2025-01-09 14:37:00,192.168.178.81,231.251.118.10,blocked,medium,Brute-force attempt,,,,,
2025-01-11 13:02:53,192.168.207.252,8.95.209.176,allowed,high,Normal traffic,,,,,
2025-01-02 03:13:08,192.168.88.11,75.72.161.164,allowed,critical,Brute-force attempt,,,,,
2025-01-22 01:07:15,192.168.71.218,2.215.61.132,allowed,medium,Malware signature found,,,,,
2025-01-03 14:14:24,192.168.120.157,179.134.84.84,allowed,medium,Port scan detected,,,,,
2025-01-29 00:59:38,192.168.201.143,230.23.90.226,allowed,critical,Brute-force attempt,,,,,
2025-01-14 12:15:07,192.168.213.240,250.64.95.84,blocked,critical,Suspicious outbound,,,,,
2025-01-05 12:45:16,192.168.162.113,112.93.30.179,allowed,medium,Normal traffic,,,,,
2025-01-24 15:24:49,192.168.196.56,35.89.146.215,allowed,high,Suspicious outbound,,,,,
2025-01-06 14:35:26,192.168.111.226,14.228.171.229,allowed,medium,Normal traffic,,,,,
2025-01-07 02:39:29,192.168.192.209,189.163.85.187,blocked,medium,Brute-force attempt,,,,,
2025-01-19 17:48:37,192.168.5.59,240.4.9.167,blocked,medium,Malware signature found,,,,,
2025-01-24 03:23:13,192.168.136.80,22.247.110.178,blocked,medium,Port scan detected,,,,,
2025-01-23 14:11:39,192.168.89.197,187.202.166.81,allowed,high,Port scan detected,,,,,
2025-01-11 14:32:30,192.168.31.71,233.139.197.148,allowed,medium,Suspicious outbound,,,,,
2025-01-25 02:46:09,192.168.191.121,132.113.60.236,allowed,medium,Normal traffic,,,,,
2025-01-18 17:05:31,192.168.120.242,53.228.225.8,blocked,critical,Suspicious outbound,,,,,
2025-01-04 23:28:40,192.168.135.62,1.23.12.223,blocked,critical,Brute-force attempt,,,,,
2025-01-19 09:03:10,192.168.52.139,128.250.255.182,blocked,high,Port scan detected,,,,,
2025-01-13 07:15:17,192.168.36.24,120.33.123.184,allowed,medium,Normal traffic,,,,,
2025-01-08 11:46:16,192.168.127.184,83.187.206.88,blocked,high,Brute-force attempt,,,,,
2025-01-30 07:19:36,192.168.62.94,45.180.103.168,allowed,medium,Brute-force attempt,,,,,
2025-01-02 15:26:57,192.168.207.58,54.3.185.50,blocked,medium,Malware signature found,,,,,
2025-01-18 17:08:39,192.168.129.201,220.149.27.57,allowed,critical,Suspicious outbound,,,,,
2025-01-23 10:22:24,192.168.219.83,16.158.60.159,blocked,critical,Normal traffic,,,,,
2025-01-01 03:31:55,192.168.131.211,54.217.39.207,allowed,medium,Normal traffic,,,,,
2025-01-28 10:43:30,192.168.149.169,73.24.114.116,blocked,high,Port scan detected,,,,,
2025-01-22 03:01:55,192.168.255.194,206.181.192.253,allowed,medium,Malware signature found,,,,,
2025-01-07 11:53:20,192.168.217.10,204.67.40.156,allowed,medium,Port scan detected,,,,,
2025-01-25 18:00:09,192.168.174.22,24.246.219.150,allowed,medium,Malware signature found,,,,,
2025-01-06 15:06:39,192.168.140.127,206.42.90.197,allowed,medium,Port scan detected,,,,,
2025-01-07 12:57:57,192.168.234.76,94.29.225.237,blocked,critical,Brute-force attempt,,,,,
2025-01-07 01:57:54,192.168.200.47,244.130.184.235,blocked,high,Port scan detected,,,,,
2025-01-24 14:51:05,192.168.66.124,127.247.71.238,allowed,critical,Suspicious outbound,,,,,
2025-01-02 14:59:44,192.168.243.58,96.166.48.211,allowed,medium,Port scan detected,,,,,
2025-01-03 06:24:45,192.168.135.190,227.130.201.190,blocked,medium,Malware signature found,,,,,
2025-01-11 14:45:12,192.168.215.122,189.73.202.69,allowed,high,Normal traffic,,,,,
2025-01-05 13:11:08,192.168.11.53,74.45.104.253,blocked,medium,Malware signature found,,,,,
2025-01-21 04:19:37,192.168.148.107,124.167.237.197,allowed,medium,Port scan detected,,,,,
2025-01-29 07:32:02,192.168.15.191,61.95.232.64,allowed,medium,Normal traffic,,,,,
2025-01-20 20:34:11,192.168.248.174,37.202.68.126,blocked,critical,Malware signature found,,,,,
2025-01-01 22:06:59,192.168.50.118,76.200.34.98,allowed,medium,Brute-force attempt,,,,,
2025-01-09 22:05:16,192.168.243.0,71.57.133.3,allowed,critical,Port scan detected,,,,,
2025-01-14 19:29:54,192.168.2.87,39.203.226.202,allowed,high,Malware signature found,,,,,
2025-01-12 16:49:49,192.168.100.249,234.2.135.119,allowed,high,Brute-force attempt,,,,,
2025-01-02 11:34:36,192.168.131.142,200.185.65.2,allowed,critical,Normal traffic,,,,,
2025-01-01 00:56:13,192.168.205.178,199.34.97.146,allowed,high,Port scan detected,,,,,
2025-01-23 01:01:35,192.168.10.208,174.173.170.7,allowed,high,Malware signature found,,,,,
2025-01-28 15:44:52,192.168.207.194,50.66.210.200,blocked,high,Suspicious outbound,,,,,
2025-01-04 11:12:21,192.168.164.3,39.214.228.160,allowed,medium,Normal traffic,,,,,
2025-01-20 23:09:43,192.168.151.245,235.143.27.30,allowed,medium,Brute-force attempt,,,,,
2025-01-21 22:27:41,192.168.32.85,1.168.125.62,blocked,high,Port scan detected,,,,,
2025-01-20 17:17:32,192.168.122.83,137.255.96.180,allowed,critical,Malware signature found,,,,,
2025-01-29 07:35:59,192.168.205.74,99.84.235.128,allowed,high,Normal traffic,,,,,
2025-01-05 01:02:21,192.168.125.113,151.160.240.193,blocked,medium,Normal traffic,,,,,
2025-01-28 09:34:11,192.168.128.11,155.118.181.9,allowed,medium,Normal traffic,,,,,
2025-01-12 11:42:20,192.168.133.95,246.99.2.70,allowed,medium,Normal traffic,,,,,
2025-01-05 20:42:00,192.168.25.123,216.160.190.34,allowed,medium,Normal traffic,,,,,
2025-01-13 10:58:55,192.168.201.15,207.227.137.186,blocked,high,Normal traffic,,,,,
2025-01-17 03:49:50,192.168.0.14,92.226.18.22,allowed,medium,Suspicious outbound,,,,,
2025-01-22 08:12:12,192.168.75.243,19.89.36.163,allowed,critical,Port scan detected,,,,,
2025-01-04 00:13:47,192.168.114.233,40.24.194.34,blocked,medium,Port scan detected,,,,,
2025-01-27 08:40:51,192.168.116.79,39.207.213.182,allowed,medium,Suspicious outbound,,,,,
2025-01-17 18:35:28,192.168.217.48,211.81.140.206,blocked,medium,Malware signature found,,,,,
2025-01-12 08:59:49,192.168.20.35,170.23.34.149,allowed,critical,Suspicious outbound,,,,,
2025-01-28 01:31:55,192.168.198.6,174.85.173.18,blocked,critical,Brute-force attempt,,,,,
2025-01-26 21:47:16,192.168.47.74,17.146.238.65,allowed,medium,Malware signature found,,,,,
2025-01-24 11:37:20,192.168.146.34,159.122.34.225,blocked,medium,Brute-force attempt,,,,,
2025-01-19 23:13:07,192.168.41.168,53.7.169.69,allowed,high,Port scan detected,,,,,
2025-01-13 01:16:28,192.168.249.234,240.194.179.222,allowed,high,Brute-force attempt,,,,,
2025-01-25 23:00:05,192.168.42.191,86.248.46.135,allowed,high,Normal traffic,,,,,
2025-01-23 06:57:29,192.168.214.110,151.108.87.251,blocked,high,Suspicious outbound,,,,,
2025-01-22 21:50:20,192.168.16.1,191.242.181.21,blocked,high,Malware signature found,,,,,
